Shipment_ID,Predicted_Delay_Days,Delay_Probability,Tier,Recommended_Action,Estimated_Cost_USD,Expected_Delay_After_Action_Days,Business_Impact_USD,Optimization_Status,Confidence_Score
SHP-115231,12.0,0.9962999820709229,FULL_OPTIMIZATION,Rail_Freight,1001.54,6.6,1003.4,Optimal,0.019
SHP-107458,12.5,0.9998999834060669,FULL_OPTIMIZATION,Use_Safety_Stock,79.17,0.0,79.17,Optimal,0.001
SHP-115884,7.300000190734863,0.9041000008583069,FULL_OPTIMIZATION,Expedite_Manufacturing,338.52,2.3,338.52,Optimal,0.479
SHP-114970,9.699999809265137,0.9645000100135803,FULL_OPTIMIZATION,Delay_Launch,185.36,9.699999809265137,370.72,Optimal,0.177
SHP-100803,7.5,0.9706000089645386,FULL_OPTIMIZATION,Delay_Launch,0.0,7.5,0.0,Optimal,0.147
SHP-106482,4.900000095367432,0.9415000081062317,FULL_OPTIMIZATION,Delay_Launch,0.0,4.900000095367432,0.0,Optimal,0.292
SHP-118287,9.600000381469727,0.9790999889373779,FULL_OPTIMIZATION,Delay_Launch,0.0,9.600000381469727,0.0,Optimal,0.105
SHP-112521,13.699999809265137,0.996399998664856,FULL_OPTIMIZATION,Delay_Launch,234.65,13.699999809265137,469.3,Optimal,0.018
SHP-104448,9.699999809265137,0.9894000291824341,FULL_OPTIMIZATION,Delay_Launch,0.0,9.699999809265137,0.0,Optimal,0.053
SHP-100484,3.9000000953674316,0.9659000039100647,FULL_OPTIMIZATION,Delay_Launch,0.0,3.9000000953674316,0.0,Optimal,0.17
SHP-119411,4.900000095367432,0.9886999726295471,FULL_OPTIMIZATION,Delay_Launch,0.0,4.900000095367432,0.0,Optimal,0.057
