OrderID,OrderDate,DeliveryDate,SupplierID,SupplierRegion,WarehouseID,WarehouseRegion,WarehouseCapacity,ProductCategory,ShelfLifeDays,TransportMode,DistanceKM,PlannedLeadTimeDays,ActualLeadTimeDays,OrderQuantity,UnitCost,ShippingCost,InventoryLevel,ReorderPoint,CustomerPriority,IsDelayed
ORD-107630,2024-02-26,2024-03-02,SUP-008,Central,WH-10,Central,9251,Beverages,30,Road,829.28,4.04,5.88,3427,16.49,454.71,5596.0,1387,Standard,1
ORD-107631,2023-12-28,2023-12-31,SUP-027,South,WH-11,Central,38147,Snacks,45,Air,1970.64,3.46,3.13,3850,12.74,6828.27,29912.0,5722,Standard,0
ORD-107632,2024-08-11,2024-08-16,SUP-003,North,WH-09,North,44883,Personal Care,60,Road,2147.52,5.68,6.0,1669,12.79,573.47,36053.0,6732,High,0
ORD-107633,2023-12-27,2024-01-07,SUP-012,South,WH-01,South,26129,Confectionery,120,Rail,1412.0,6.77,11.13,4837,3.54,682.99,8064.0,3919,Standard,1
ORD-107634,2024-05-11,2024-05-19,SUP-040,East,WH-08,North,21814,Personal Care,60,Rail,1661.33,7.08,8.54,3453,6.43,573.66,2780.0,3272,High,1
ORD-107635,2024-01-08,2024-01-12,SUP-037,South,WH-09,North,44883,Dairy,7,Road,2448.73,6.06,4.58,4735,21.57,1855.16,6621.0,6732,High,0
ORD-107636,2023-10-20,2023-11-02,SUP-011,Central,WH-08,North,21814,Dairy,7,Sea,611.84,12.76,13.41,4335,11.57,106.09,13708.0,3272,Standard,0
ORD-107637,2024-01-25,2024-01-31,SUP-024,North,WH-11,Central,38147,Confectionery,120,Road,2044.2,5.56,6.36,4411,10.48,1442.71,28262.0,5722,Standard,0
ORD-107638,2023-06-02,2023-06-08,SUP-032,Central,WH-05,Central,20101,Beverages,30,Rail,205.91,5.26,6.93,2445,13.42,50.34,13024.0,3015,High,1
ORD-107639,2023-01-19,2023-01-24,SUP-034,West,WH-08,North,21814,Frozen Foods,20,Road,1329.57,4.66,5.6,1138,1.22,242.09,20047.0,3272,High,0
ORD-107640,2023-09-12,2023-09-18,SUP-018,East,WH-09,North,44883,Home Care,90,Road,2246.3,5.81,6.93,1172,15.66,421.23,31065.0,6732,Critical,1
ORD-107641,2024-09-21,2024-09-29,SUP-002,North,WH-12,North,38605,Frozen Foods,20,Road,2641.62,6.3,8.07,1646,8.9,695.7,26085.0,5790,High,1
ORD-107642,2023-05-21,2023-05-27,SUP-021,Central,WH-06,South,34774,Staples,180,Rail,1832.02,7.29,6.59,108,8.72,19.79,32745.0,5216,High,0
ORD-107643,2024-02-29,2024-03-08,SUP-035,Central,WH-07,North,23459,Staples,180,Road,1881.17,5.35,8.51,3731,16.37,1122.98,21795.0,3518,High,1
ORD-107644,2023-01-07,2023-01-09,SUP-027,South,WH-04,Central,39740,Staples,180,Air,840.73,2.05,2.6,1539,9.49,1164.5,9410.0,5961,Standard,0
ORD-107645,2024-03-29,2024-04-13,SUP-011,Central,WH-11,Central,38147,Dairy,7,Sea,1420.57,13.78,15.47,4499,4.26,255.65,26875.0,5722,Standard,1
ORD-107646,2023-09-20,2023-09-26,SUP-021,Central,WH-10,Central,9251,Frozen Foods,20,Rail,693.63,5.87,6.08,3977,13.78,275.86,365.0,1387,Standard,0
ORD-107647,2023-09-03,2023-09-06,SUP-023,North,WH-09,North,44883,Dairy,7,Road,117.28,3.15,3.93,83,4.1,1.56,38792.0,6732,Standard,0
ORD-107648,2023-05-04,2023-05-09,SUP-005,East,WH-11,Central,38147,Dairy,7,Rail,1358.8,6.7,5.12,4051,8.25,550.45,904.0,5722,High,0
ORD-107649,2023-07-07,2023-07-11,SUP-014,Central,WH-11,Central,38147,Snacks,45,Road,209.32,3.26,4.84,1482,3.99,49.63,33372.0,5722,Standard,1
ORD-107650,2024-10-05,2024-10-09,SUP-039,North,WH-02,South,19216,Staples,180,Road,1403.9,4.75,4.91,3009,12.99,675.9,15197.0,2882,High,0
ORD-107651,2024-12-15,2024-12-25,SUP-014,Central,WH-04,Central,39740,Staples,180,Rail,1545.95,6.93,10.14,673,6.12,104.04,24252.0,5961,Standard,1
ORD-107652,2024-10-03,2024-10-13,SUP-022,Central,WH-06,South,34774,Confectionery,120,Rail,487.44,5.61,10.25,4015,22.54,195.71,7913.0,5216,Standard,1
ORD-107653,2023-07-07,2023-07-10,SUP-001,South,WH-06,South,34774,Frozen Foods,20,Road,-1221.79,4.53,3.41,420,1.9,82.1,3427.0,5216,High,0
ORD-107654,2024-09-24,2024-10-03,SUP-040,East,WH-01,South,26129,Frozen Foods,20,Rail,2261.65,7.83,9.41,2380,19.95,538.27,11435.0,3919,Standard,1
ORD-107655,2024-08-05,2024-08-08,SUP-038,Central,WH-12,North,38605,Dairy,7,Road,630.83,3.79,3.67,4076,20.32,411.4,20036.0,5790,Standard,0
ORD-107656,2023-04-10,2023-04-11,SUP-009,East,WH-11,Central,38147,Home Care,90,Air,121.79,1.15,1.66,1377,17.49,150.94,37826.0,5722,Standard,0
ORD-107657,2023-02-07,2023-02-21,SUP-040,East,WH-11,Central,38147,Personal Care,60,Sea,2501.24,15.13,14.92,2091,16.59,209.2,35415.0,5722,Standard,0
ORD-107658,2023-04-21,2023-04-24,SUP-034,West,WH-07,North,23459,Confectionery,120,Road,240.56,3.3,3.7,4102,18.83,157.89,13572.0,3518,High,0
ORD-107659,2023-05-16,2023-05-30,SUP-011,Central,WH-03,North,5995,Home Care,90,Sea,995.61,13.24,14.94,2469,16.67,98.33,458.0,899,Critical,1
ORD-107660,2023-11-16,2023-11-20,SUP-036,Central,WH-08,North,21814,Staples,180,Road,1071.87,4.34,4.96,3821,13.94,655.3,6443.0,3272,Standard,0
ORD-107661,2024-04-05,2024-04-20,SUP-036,Central,WH-10,Central,9251,Snacks,45,Sea,1713.87,14.14,15.52,4828,8.76,330.98,6988.0,1387,Standard,1
ORD-107662,2024-08-12,2024-08-25,SUP-034,West,WH-08,North,21814,Confectionery,120,Sea,2244.78,14.81,13.56,4593,22.92,412.41,13269.0,3272,Critical,0
ORD-107663,2024-12-03,2024-12-07,SUP-008,Central,WH-02,South,19216,Beverages,30,Road,515.26,3.64,4.74,3622,9.26,298.61,3381.0,2882,High,1
ORD-107664,2024-01-03,2024-01-08,SUP-021,Central,WH-04,Central,39740,Dairy,7,Road,-1955.33,5.44,5.86,404,5.57,126.39,33662.0,5961,High,0
ORD-107665,2023-07-25,2023-08-07,SUP-009,East,WH-08,North,21814,Home Care,90,Sea,350.32,12.44,13.56,733,1.41,10.27,346.0,3272,Standard,1
ORD-107666,2024-03-04,2024-03-17,SUP-020,South,WH-09,North,44883,Personal Care,60,Sea,-1370.04,13.71,13.91,1310,10.78,71.79,4665.0,6732,Standard,0
ORD-107667,2024-10-16,2024-10-19,SUP-012,South,WH-03,North,5995,Dairy,7,Air,1369.04,2.71,3.93,2424,6.68,2986.69,4261.0,899,Standard,1
ORD-107668,2024-05-26,2024-05-31,SUP-004,East,WH-09,North,44883,Frozen Foods,20,Road,897.54,4.12,5.33,2676,8.07,384.29,32940.0,6732,High,1
ORD-107669,2024-09-12,2024-09-17,SUP-015,West,WH-12,North,38605,Dairy,7,Rail,1116.28,6.4,5.11,4807,10.19,536.6,3570.0,5790,Standard,0
ORD-107670,2023-07-21,2023-07-24,SUP-024,North,WH-02,South,19216,Dairy,7,Road,368.99,3.46,3.84,2100,16.36,123.98,13392.0,2882,Standard,0
ORD-107671,2023-11-06,2023-11-13,SUP-036,Central,WH-11,Central,38147,Frozen Foods,20,Road,2395.37,5.99,7.58,349,11.82,133.76,26387.0,5722,Standard,1
ORD-107672,2024-01-19,2024-01-25,SUP-014,Central,WH-01,South,26129,Snacks,45,Rail,1373.54,6.72,6.79,2805,15.99,385.28,14113.0,3919,Standard,0
ORD-107673,2024-01-17,2024-01-22,SUP-031,North,WH-07,North,23459,Confectionery,120,Road,2212.63,5.77,5.53,2502,7.82,885.76,9082.0,3518,Standard,0
ORD-107674,2023-12-15,2023-12-23,SUP-039,North,WH-03,North,5995,Personal Care,60,Rail,1350.6,6.69,8.06,1452,21.88,196.11,5485.0,899,Critical,1
ORD-107675,2024-11-16,2024-11-30,SUP-018,East,WH-07,North,23459,Beverages,30,Sea,1790.97,14.24,14.97,4633,24.53,331.9,15149.0,3518,High,0
ORD-107676,2024-03-22,2024-03-26,SUP-005,East,WH-08,North,21814,Personal Care,60,Air,2685.47,4.36,4.63,1607,6.28,3883.99,18556.0,3272,Standard,0
ORD-107677,2024-05-05,2024-05-18,SUP-038,Central,WH-11,Central,38147,Snacks,45,Sea,82.52,12.1,14.0,4932,15.28,16.28,21263.0,5722,High,1
ORD-107678,2023-07-06,2023-07-12,SUP-013,South,WH-10,Central,9251,Beverages,30,Road,2840.99,6.55,6.05,3022,20.74,1373.68,2710.0,1387,Standard,0
ORD-107679,2024-05-14,2024-05-17,SUP-040,East,WH-01,South,26129,Home Care,90,Road,1221.59,4.53,3.75,4941,11.3,965.74,572.0,3919,Standard,0
ORD-107680,2024-06-02,2024-06-06,SUP-027,South,WH-06,South,34774,Staples,180,Road,528.73,3.66,4.08,3928,16.66,332.3,26390.0,5216,Standard,0
ORD-107681,2023-03-23,2023-03-30,SUP-030,Central,WH-01,South,26129,Frozen Foods,20,Rail,481.46,5.6,7.19,4492,11.9,216.27,25391.0,3919,High,1
ORD-107682,2024-02-09,2024-02-23,SUP-024,North,WH-03,North,5995,Home Care,90,Sea,429.85,12.54,14.39,2283,21.09,39.25,536.0,899,High,1
ORD-107683,2023-07-31,2023-08-05,SUP-024,North,WH-07,North,23459,Personal Care,60,Rail,811.14,6.01,5.35,4075,2.69,330.54,22468.0,3518,Standard,0
ORD-107684,2024-04-01,2024-04-08,SUP-003,North,WH-10,Central,9251,Staples,180,Rail,1709.42,7.14,7.81,3692,23.15,631.12,3660.0,1387,Standard,0
ORD-107685,2023-05-14,2023-05-21,SUP-033,North,WH-10,Central,9251,Frozen Foods,20,Road,2698.48,6.37,7.2,3299,22.42,1424.37,4904.0,1387,High,0
ORD-107686,2023-01-03,2023-01-10,SUP-034,West,WH-04,Central,39740,Snacks,45,Rail,1157.52,6.45,7.11,1782,23.77,206.27,24821.0,5961,Standard,0
ORD-107687,2024-07-18,2024-07-24,SUP-015,West,WH-11,Central,38147,Snacks,45,Rail,996.88,6.25,6.2,910,13.45,90.72,174.0,5722,Standard,0
ORD-107688,2023-01-25,2023-01-30,SUP-036,Central,WH-10,Central,9251,Frozen Foods,20,Road,1289.52,4.61,5.91,363,9.75,74.9,6483.0,1387,Standard,1
ORD-107689,2024-02-09,2024-02-14,SUP-004,East,WH-05,Central,20101,Confectionery,120,Road,1736.73,5.17,5.56,2797,14.68,777.22,8967.0,3015,High,0
ORD-107690,2024-11-07,2024-11-12,SUP-013,South,WH-08,North,21814,Confectionery,120,Air,1762.0,3.2,5.2,1230,11.25,1950.53,2395.0,3272,Standard,1
ORD-107691,2023-02-15,2023-02-20,SUP-015,West,WH-11,Central,38147,Frozen Foods,20,Road,1721.98,5.15,5.49,3355,11.65,924.36,26312.0,5722,High,0
ORD-107692,2024-01-24,2024-01-31,SUP-036,Central,WH-10,Central,9251,Staples,180,Rail,1621.59,7.03,7.13,230,16.17,37.3,2491.0,1387,Standard,0
ORD-107693,2024-10-22,2024-10-31,SUP-030,Central,WH-02,South,19216,Confectionery,120,Road,2728.47,6.41,9.66,2534,23.11,1106.23,16873.0,2882,Standard,1
ORD-107694,2024-01-25,2024-01-30,SUP-017,West,WH-10,Central,9251,Frozen Foods,20,Road,937.9,4.17,5.67,839,9.54,125.9,6891.0,1387,Standard,1
ORD-107695,2024-06-08,2024-06-15,SUP-028,East,WH-02,South,19216,Confectionery,120,Rail,1235.36,6.54,7.61,2595,12.4,320.58,11277.0,2882,Standard,1
ORD-107696,2023-10-26,2023-10-31,SUP-006,South,WH-07,North,23459,Beverages,30,Road,541.48,3.68,5.21,4357,10.3,377.47,8083.0,3518,Critical,1
ORD-107697,2024-01-21,2024-01-22,SUP-018,East,WH-12,North,38605,Staples,180,Air,130.95,1.16,1.0,3589,19.4,422.99,22836.0,5790,Standard,0
ORD-107698,2023-09-19,2023-09-23,SUP-010,Central,WH-07,North,23459,Dairy,7,Air,712.76,1.89,4.51,2161,6.62,1386.25,3203.0,3518,Standard,1
ORD-107699,2024-10-09,2024-10-16,SUP-038,Central,WH-02,South,19216,Personal Care,60,Rail,1876.57,7.35,7.36,2527,12.78,474.21,7182.0,2882,Standard,0
ORD-107700,2023-08-06,2023-08-11,SUP-003,North,WH-02,South,19216,Beverages,30,Road,887.7,4.11,5.18,3297,8.5,468.28,15008.0,2882,Standard,1
ORD-107701,2024-11-25,2024-12-11,SUP-038,Central,WH-08,North,21814,Staples,180,Sea,1097.06,13.37,16.67,2978,9.34,130.68,,3272,High,1
ORD-107702,2024-07-28,2024-08-13,SUP-037,South,WH-12,North,38605,Frozen Foods,20,Sea,1108.57,13.39,16.22,4216,16.96,186.95,16549.0,5790,Critical,1
ORD-107703,2023-03-15,2023-03-30,SUP-010,Central,WH-03,North,5995,Confectionery,120,Sea,2343.17,14.93,15.24,2328,20.29,218.2,4469.0,899,High,0
ORD-107704,2024-10-10,2024-10-26,SUP-040,East,WH-10,Central,9251,Frozen Foods,20,Sea,1517.24,13.9,16.2,372,20.05,22.58,7608.0,1387,Standard,1
ORD-107705,2023-07-25,2023-08-02,SUP-025,East,WH-12,North,38605,Home Care,90,Road,1733.92,5.17,8.16,4820,10.36,1337.2,3446.0,5790,Standard,1
ORD-107706,2024-12-21,2024-12-30,SUP-008,Central,WH-10,Central,9251,Staples,180,Rail,2501.6,8.13,9.55,198,23.06,49.53,3665.0,1387,Critical,1
ORD-107707,2024-02-20,2024-02-24,SUP-029,Central,WH-04,Central,39740,Personal Care,60,Road,1411.25,4.76,4.66,3590,11.31,810.62,4118.0,5961,Standard,0
ORD-107708,2023-06-19,2023-06-28,SUP-030,Central,WH-03,North,5995,Confectionery,120,Road,2296.86,5.87,9.34,1900,8.02,698.25,3913.0,899,Standard,1
ORD-107709,2023-08-20,2023-08-27,SUP-036,Central,WH-02,South,19216,Home Care,90,Road,1543.84,4.93,7.0,3833,12.28,946.81,16155.0,2882,Standard,1
ORD-107710,2024-04-27,2024-05-08,SUP-033,North,WH-07,North,23459,Confectionery,120,Sea,799.84,13.0,11.42,2989,19.98,95.63,22902.0,3518,High,0
ORD-107711,2024-09-12,2024-09-18,SUP-012,South,WH-08,North,21814,Staples,180,Road,2873.77,6.59,6.1,1872,8.86,860.75,7364.0,3272,Standard,0
ORD-107712,2024-11-22,2024-11-27,SUP-040,East,WH-08,North,21814,Personal Care,60,Rail,1564.6,6.96,5.94,3175,3.14,496.76,4825.0,3272,High,0
ORD-107713,2023-09-29,2023-10-04,SUP-040,East,WH-12,North,38605,Staples,180,Road,1952.43,5.44,5.56,3198,7.09,999.02,20803.0,5790,Standard,0
ORD-107714,2024-07-01,2024-07-03,SUP-039,North,WH-05,Central,20101,Dairy,7,Road,892.2,4.12,2.8,4002,13.93,571.29,16089.0,3015,Standard,0
ORD-107715,2023-12-01,2023-12-11,SUP-009,East,WH-04,Central,39740,Frozen Foods,20,Road,2754.01,6.44,10.23,2988,23.72,1316.64,,5961,Critical,1
ORD-107716,2023-05-16,2023-05-21,SUP-012,South,WH-03,North,5995,Frozen Foods,20,Road,1869.6,5.34,5.61,305,18.18,91.24,5671.0,899,Standard,0
ORD-107717,2023-12-28,2024-01-02,SUP-037,South,WH-12,North,38605,Beverages,30,Road,838.28,4.05,5.37,4092,20.03,548.84,31292.0,5790,Standard,1
ORD-107718,2023-01-13,2023-01-19,SUP-017,West,WH-03,North,5995,Personal Care,60,Road,1245.92,4.56,6.45,178,15.79,35.48,3590.0,899,Standard,1
ORD-107719,2023-03-08,2023-03-20,SUP-021,Central,WH-02,South,19216,Beverages,30,Sea,54.79,12.07,12.59,730,11.71,1.6,15144.0,2882,Standard,0
ORD-107720,2024-12-29,2025-01-07,SUP-025,East,WH-01,South,26129,Staples,180,Rail,291.18,5.36,9.75,2587,6.19,75.33,12467.0,3919,Standard,1
ORD-107721,2024-12-12,2024-12-17,SUP-017,West,WH-02,South,19216,Home Care,90,Road,1127.56,4.41,5.25,2503,14.14,451.57,846.0,2882,Standard,0
ORD-107722,2023-02-03,2023-02-09,SUP-034,West,WH-09,North,44883,Staples,180,Road,1903.8,5.38,6.63,788,21.06,240.03,32153.0,6732,Standard,1
ORD-107723,2024-10-28,2024-11-09,SUP-012,South,WH-09,North,44883,Frozen Foods,20,Sea,316.49,12.4,12.05,961,4.96,12.17,5105.0,6732,High,0
ORD-107724,2023-07-09,2023-07-23,SUP-037,South,WH-04,Central,39740,Beverages,30,Sea,197.97,12.25,14.42,3817,14.98,30.23,37166.0,5961,High,1
ORD-107725,2024-10-21,2024-10-24,SUP-038,Central,WH-12,North,38605,Home Care,90,Air,2106.56,3.63,3.15,2361,5.97,4476.24,21911.0,5790,High,0
ORD-107726,2023-10-16,2023-10-31,SUP-040,East,WH-11,Central,38147,Dairy,7,Sea,376.8,12.47,15.28,3138,12.64,47.3,10769.0,5722,Critical,1
ORD-107727,2024-03-08,2024-03-15,SUP-031,North,WH-11,Central,38147,Confectionery,120,Road,2383.08,5.98,7.64,1396,5.11,532.29,26021.0,5722,Critical,1
ORD-107728,2024-08-16,2024-08-23,SUP-001,South,WH-10,Central,9251,Snacks,45,Rail,918.92,6.15,7.21,484,2.5,44.48,1811.0,1387,Standard,1
ORD-107729,2024-02-05,2024-02-14,SUP-014,Central,WH-12,North,38605,Beverages,30,Rail,2104.32,7.63,9.62,4853,22.18,1021.23,9986.0,5790,Standard,1
ORD-107730,2024-10-29,2024-11-02,SUP-024,North,WH-05,Central,20101,Snacks,45,Rail,848.86,6.06,4.56,2488,21.56,211.2,8911.0,3015,Standard,0
ORD-107731,2023-03-01,2023-03-05,SUP-004,East,WH-03,North,5995,Personal Care,60,Road,1407.92,4.76,4.65,2791,3.4,628.72,2342.0,899,Standard,0
ORD-107732,2023-08-27,2023-09-12,SUP-022,Central,WH-07,North,23459,Personal Care,60,Sea,1402.96,13.75,16.41,3754,12.92,210.67,8646.0,3518,Standard,1
ORD-107733,2024-02-18,2024-02-28,SUP-037,South,WH-12,North,38605,Home Care,90,Rail,2364.3,7.96,10.56,1303,15.04,308.07,33919.0,5790,Standard,1
ORD-107734,2023-07-06,2023-07-10,SUP-028,East,WH-01,South,26129,Confectionery,120,Road,342.65,3.43,4.32,3989,8.06,218.69,16239.0,3919,Standard,0
ORD-107735,2023-08-21,2023-08-26,SUP-028,East,WH-09,North,44883,Snacks,45,Air,2569.81,4.21,5.34,3239,14.82,7491.25,21792.0,6732,Standard,1
ORD-107736,2024-01-16,2024-01-22,SUP-016,South,WH-09,North,44883,Dairy,7,Rail,796.96,6.0,6.71,1714,11.97,136.6,44387.0,6732,Standard,0
ORD-107737,2023-07-13,2023-07-25,SUP-002,North,WH-11,Central,38147,Confectionery,120,Sea,1153.0,13.44,12.94,1632,5.9,75.27,11488.0,5722,Standard,0
ORD-107738,2024-02-13,2024-02-20,SUP-035,Central,WH-07,North,23459,Confectionery,120,Road,1770.16,5.21,7.9,4045,15.74,1145.65,20836.0,3518,Standard,1
ORD-107739,2024-10-26,2024-10-30,SUP-038,Central,WH-04,Central,39740,Confectionery,120,Road,1256.89,4.57,4.84,4617,20.88,928.49,24056.0,5961,Standard,0
ORD-107740,2023-02-11,2023-02-18,SUP-018,East,WH-04,Central,39740,Staples,180,Rail,695.51,5.87,7.34,1404,0.83,97.65,20276.0,5961,Standard,1
ORD-107741,2024-12-05,2024-12-15,SUP-025,East,WH-01,South,26129,Home Care,90,Road,1993.22,5.49,10.07,4584,5.06,1461.91,15868.0,3919,Standard,1
ORD-107742,2024-02-25,2024-03-05,SUP-032,Central,WH-12,North,38605,Dairy,7,Road,2524.53,6.16,9.1,2232,12.13,901.56,21151.0,5790,High,1
ORD-107743,2023-05-09,2023-05-11,SUP-029,Central,WH-06,South,34774,Confectionery,120,Air,2769.99,4.46,2.87,1444,14.77,3599.87,21221.0,5216,Standard,0
ORD-107744,2023-06-08,2023-06-25,SUP-031,North,WH-08,North,21814,Personal Care,60,Sea,2645.83,15.31,17.52,3467,9.1,366.92,314.0,3272,Standard,1
ORD-107745,2023-12-11,2023-12-24,SUP-037,South,WH-10,Central,9251,Home Care,90,Sea,1933.33,14.42,13.28,211,1.87,16.32,8217.0,1387,Standard,0
ORD-107746,2023-11-09,2023-11-15,SUP-021,Central,WH-03,North,5995,Snacks,45,Road,2237.89,5.8,6.83,4679,11.48,1675.38,2322.0,899,Standard,1
ORD-107747,2024-04-28,2024-05-04,SUP-021,Central,WH-10,Central,9251,Beverages,30,Road,2626.17,6.28,6.83,1668,9.23,700.87,3253.0,1387,High,0
ORD-107748,2023-07-31,2023-08-12,SUP-010,Central,WH-01,South,26129,Frozen Foods,20,Sea,158.57,12.2,12.54,1951,14.1,12.37,11823.0,3919,Standard,0
ORD-107749,2023-12-06,2023-12-21,SUP-013,South,WH-03,North,5995,Snacks,45,Sea,788.25,12.99,15.18,3033,16.54,95.63,5935.0,899,Standard,1
ORD-107750,2023-09-29,2023-10-06,SUP-029,Central,WH-07,North,23459,Staples,180,Road,2922.09,6.65,7.49,3693,17.75,1726.6,18561.0,3518,Standard,0
ORD-107751,2023-05-19,2023-06-05,SUP-031,North,WH-06,South,34774,Snacks,45,Sea,2011.03,14.51,17.46,1368,4.06,110.04,17858.0,5216,Standard,1
ORD-107752,2024-12-19,2024-12-23,SUP-014,Central,WH-05,Central,20101,Frozen Foods,20,Air,2514.62,4.14,4.95,2493,24.08,5642.05,17178.0,3015,Standard,0
ORD-107753,2023-08-05,2023-08-10,SUP-008,Central,WH-08,North,21814,Confectionery,120,Road,1127.89,4.41,5.9,1251,21.95,225.76,19418.0,3272,Standard,1
ORD-107754,2023-05-31,2023-06-05,SUP-004,East,WH-03,North,5995,Home Care,90,Road,815.19,4.02,5.04,2388,20.73,311.47,5136.0,899,Standard,1
ORD-107755,2024-06-19,2024-06-22,SUP-002,North,WH-09,North,44883,Snacks,45,Road,527.36,3.66,3.53,446,18.12,37.63,20547.0,6732,Standard,0
ORD-107756,2023-09-10,2023-09-18,SUP-028,East,WH-11,Central,38147,Snacks,45,Rail,1571.02,6.96,8.51,990,16.62,155.53,31994.0,5722,Standard,1
ORD-107757,2023-02-10,2023-02-12,SUP-007,South,WH-09,North,44883,Personal Care,60,Air,303.23,1.38,2.41,1867,,509.51,27285.0,6732,Standard,1
ORD-107758,2023-09-06,2023-09-11,SUP-022,Central,WH-12,North,38605,Personal Care,60,Road,1696.38,5.12,5.07,2205,3.95,598.48,23655.0,5790,Standard,0
ORD-107759,2023-03-08,2023-03-13,SUP-002,North,WH-01,South,26129,Staples,180,Road,1643.55,5.05,5.07,210,6.91,55.22,8620.0,3919,Standard,0
ORD-107760,2023-03-13,2023-03-19,SUP-004,East,WH-09,North,44883,Personal Care,60,Road,1518.01,4.9,6.06,4630,24.74,1124.54,20575.0,6732,Standard,1
ORD-107761,2024-09-20,2024-09-26,SUP-020,South,WH-11,Central,38147,Beverages,30,Road,2349.04,5.94,6.46,3723,24.46,1399.28,26461.0,5722,High,0
ORD-107762,2023-01-12,2023-01-21,SUP-020,South,WH-12,North,38605,Dairy,7,Road,2171.43,5.71,9.12,4344,4.57,1509.23,34637.0,5790,Standard,1
ORD-107763,2023-01-14,2023-01-19,SUP-007,South,WH-08,North,21814,Home Care,90,Air,1899.68,3.37,5.85,1936,24.33,3310.0,11896.0,3272,High,1
ORD-107764,2023-10-15,2023-10-22,SUP-030,Central,WH-06,South,34774,Confectionery,120,Rail,1722.82,7.15,7.72,4147,10.24,714.45,33364.0,5216,High,0
ORD-107765,2023-08-07,2023-08-14,SUP-007,South,WH-08,North,21814,Confectionery,120,Road,2551.19,6.19,7.29,3012,21.37,1229.47,12682.0,3272,Standard,1
ORD-107766,2024-01-19,2024-01-27,SUP-002,North,WH-05,Central,20101,Snacks,45,Rail,2499.4,8.12,8.73,4467,17.78,1116.48,828.0,3015,Standard,0
ORD-107767,2023-04-08,2023-04-17,SUP-010,Central,WH-01,South,26129,Snacks,45,Road,2757.97,6.45,9.4,3270,10.52,1442.97,16009.0,3919,Standard,1
ORD-107768,2023-07-04,2023-07-13,SUP-015,West,WH-05,Central,20101,Beverages,30,Rail,2966.58,8.71,9.96,549,12.86,162.87,15014.0,3015,High,1
ORD-107769,2023-01-10,2023-01-15,SUP-019,Central,WH-10,Central,9251,Beverages,30,Road,1550.35,4.94,5.32,2871,23.29,712.17,5955.0,1387,Critical,0
ORD-107770,2023-05-15,2023-05-20,SUP-030,Central,WH-05,Central,20101,Dairy,7,Road,1663.19,5.08,5.63,2627,7.51,699.07,15438.0,3015,High,0
ORD-107771,2023-11-09,2023-11-18,SUP-001,South,WH-11,Central,38147,Frozen Foods,20,Road,2848.52,6.56,9.47,4301,17.22,1960.24,25738.0,5722,Standard,1
ORD-107772,2023-03-04,2023-03-14,SUP-029,Central,WH-06,South,34774,Beverages,30,Road,2513.87,6.14,10.69,2424,9.68,974.98,23812.0,5216,High,1
ORD-107773,2023-02-15,2023-02-26,SUP-028,East,WH-09,North,44883,Home Care,90,Rail,2711.98,8.39,11.01,3940,10.52,1068.52,17173.0,6732,High,1
ORD-107774,2023-11-09,2023-11-15,SUP-020,South,WH-09,North,44883,Home Care,90,Road,2219.76,5.77,6.73,957,10.1,339.89,43000.0,6732,Standard,0
ORD-107775,2024-12-19,2024-12-24,SUP-027,South,WH-05,Central,20101,Personal Care,60,Road,170.4,3.21,5.62,3725,1.15,101.56,17816.0,3015,High,1
ORD-107776,2023-08-13,2023-08-16,SUP-016,South,WH-09,North,44883,Dairy,7,Air,104.33,1.13,3.11,3735,21.24,350.7,18084.0,6732,High,1
ORD-107777,2024-12-25,2025-01-08,SUP-007,South,WH-10,Central,9251,Personal Care,60,Sea,2000.39,14.5,14.33,2989,16.99,239.17,6507.0,1387,High,0
ORD-107778,2024-01-11,2024-01-26,SUP-011,Central,WH-01,South,26129,Personal Care,60,Sea,1063.84,13.33,15.58,4970,,211.49,19367.0,3919,Standard,1
ORD-107779,2023-02-17,2023-02-21,SUP-027,South,WH-03,North,5995,Beverages,30,Road,2191.85,5.74,4.49,1848,18.46,648.09,5409.0,899,High,0
ORD-107780,2024-01-17,2024-01-23,SUP-033,North,WH-09,North,44883,Confectionery,120,Road,1041.53,4.3,6.95,3626,14.49,604.25,25940.0,6732,Standard,1
ORD-107781,2024-05-29,2024-06-06,SUP-039,North,WH-02,South,19216,Dairy,7,Rail,1860.97,7.33,8.31,4151,1.54,772.49,17802.0,2882,Standard,0
ORD-107782,2023-11-15,2023-11-22,SUP-038,Central,WH-05,Central,20101,Beverages,30,Rail,192.9,5.24,7.22,3469,13.59,66.92,12588.0,3015,Standard,1
ORD-107783,2023-12-29,2024-01-08,SUP-006,South,WH-02,South,19216,Snacks,45,Rail,1904.17,7.38,10.94,460,7.35,87.59,15764.0,2882,Standard,1
ORD-107784,2024-09-09,2024-09-14,SUP-013,South,WH-07,North,23459,Snacks,45,Road,1908.71,5.39,5.95,4176,11.59,1275.33,6868.0,3518,Standard,0
ORD-107785,2023-10-10,2023-10-14,SUP-005,East,WH-12,North,38605,Home Care,90,Road,447.71,3.56,4.58,3930,8.53,281.52,887.0,5790,Standard,1
ORD-107786,2024-03-30,2024-04-08,SUP-024,North,WH-08,North,21814,Beverages,30,Rail,674.92,5.84,9.59,3913,7.38,264.1,21173.0,3272,High,1
