Shipment_ID,Supplier_ID,Supplier_Rating,Supplier_Country,Destination_Country,Shipping_Mode,Carrier,Warehouse,Historical_Delay_Count,Inventory_Level,Demand_Forecast,Weather_Severity,Holiday_Impact,Traffic_Index,Fuel_Price,Port_Congestion,Distance,Purchase_Order_Value,Order_Priority,Customer_Type,Packaging_Type,Vehicle_Availability,Production_Status,Quality_Score,Inspection_Delay,Customs_Clearance_Time,Container_Type,Shipment_Weight,Shipment_Volume,Temperature_Sensitive,Fragile,Route_Risk,Carbon_Emission,Supplier_OnTime_Rate,Market_Demand_Index,Geopolitical_Risk,Economic_Index,Order_Date,Expected_Lead_Time,Lead_Time,Inventory_Days,Transportation_Cost,Late_Delivery_Cost,Supplier_Risk,Month,Quarter,Week,Year,Delay,Product_Category,Units
SHP-111548,1182,3.53,China,UAE,Sea,Expeditors,WH-001,2,3396,4469,2.08,0,6.96,3.99,4.42,2465.8,8551.38,Low,Wholesale,Bulk,68.0,Ahead of Schedule,100.0,1.43,1.59,40ft Dry,502.53,37.45,0,0,0.61,351.69,0.842,35.9,1.54,119.6,2022-05-16,24.4,28.6,22.8,78.24,178.85,Low,5,2,20,2022,0,Consumer_Goods,115
SHP-112366,1448,3.58,USA,Japan,Road,Kuehne+Nagel,WH-017,3,2828,1956,2.22,0,4.65,3.08,1.8,1589.5,8336.36,High,Government,Crate,69.1,Delayed,79.9,1.9,1.22,20ft Dry,750.18,14.06,1,1,9.34,348.74,0.704,75.2,0.38,100.8,2024-07-03,8.0,17.1,43.4,102.7,177.0,Medium,7,3,27,2024,1,Food_Beverage,685
SHP-109270,1036,4.37,Bangladesh,India,Air,Kuehne+Nagel,WH-012,3,2721,2030,2.81,0,5.14,3.14,6.64,1756.5,41725.28,High,Enterprise,Crate,69.5,On Schedule,100.0,0.69,0.6,Reefer,1765.75,1.94,0,0,1.08,875.79,0.768,37.1,0.98,93.7,2022-11-27,5.0,12.1,40.2,511.76,885.68,Low,11,4,47,2022,1,Automotive_Parts,541
SHP-103975,1145,3.93,Mexico,UK,Sea,CMA CGM,WH-009,1,2195,687,0.31,1,4.98,3.11,4.31,2189.8,11544.19,Medium,Government,Drum,65.5,On Schedule,83.8,2.23,3.37,Reefer,4822.59,1.95,1,0,2.57,439.04,0.946,45.1,8.27,92.3,2021-07-21,23.4,32.0,95.8,94.19,240.3,Low,7,3,29,2021,1,Consumer_Goods,5197
SHP-116090,1291,2.75,USA,India,Sea,CMA CGM,WH-014,4,1586,5453,3.86,0,5.17,3.88,2.9,3321.1,7002.55,Low,Wholesale,Pallet,74.9,On Schedule,89.2,1.98,1.5,Flat Rack,109.38,8.98,0,0,1.08,344.03,0.802,56.0,2.82,99.7,2024-05-29,38.4,45.1,8.7,96.0,149.65,Medium,5,2,22,2024,0,Electronics,29
SHP-117232,1397,2.95,USA,USA,Road,DB Schenker,WH-019,3,3930,4550,1.75,1,3.72,3.58,2.7,5198.7,4021.96,High,Government,Drum,64.5,Ahead of Schedule,100.0,0.53,0.29,40ft Dry,633.81,6.11,0,1,1.96,555.96,0.807,46.5,2.07,103.9,2024-07-29,6.9,9.5,25.9,344.45,114.88,Medium,7,3,31,2024,0,Automotive_Parts,720
SHP-117443,1084,3.64,Vietnam,Australia,Road,FedEx,WH-017,3,3044,5121,,1,4.9,3.5,4.15,6804.7,4936.01,Medium,Retail,Crate,49.1,Delayed,83.7,0.04,6.51,40ft Dry,5855.89,3.16,0,0,0.79,376.92,0.896,44.5,1.54,123.1,2021-06-30,6.7,10.7,17.8,564.97,155.22,Low,6,2,26,2021,0,Pharmaceuticals,1243
SHP-113656,1068,4.13,Bangladesh,UK,Road,CMA CGM,WH-007,0,2634,5961,1.34,0,3.9,3.92,,4098.0,11914.58,Critical,Retail,Drum,81.7,On Schedule,76.6,0.77,1.3,Open Top,900.74,3.46,0,0,0.97,563.27,0.571,69.7,2.34,84.6,2022-05-20,3.6,6.9,13.3,308.41,269.13,Medium,5,2,20,2022,1,Furniture,805
SHP-115645,1225,3.44,India,Australia,Air,Maersk,WH-013,1,2306,4527,1.06,0,4.29,2.74,0.25,50.0,45702.21,Low,Enterprise,Drum,94.1,Ahead of Schedule,100.0,1.45,3.35,40ft Dry,699.16,41.58,0,0,3.18,471.75,0.874,52.1,2.06,92.6,2024-06-07,6.7,8.5,15.3,59.78,920.02,Low,6,2,23,2024,0,Apparel,145
SHP-102730,1108,,Mexico,Australia,Air,CMA CGM,WH-003,1,3190,3190,1.21,1,8.32,3.89,6.77,3527.7,1578.3,High,Government,Bulk,63.2,On Schedule,89.5,2.76,2.27,20ft Dry,670.44,15.26,1,0,2.54,478.18,0.627,75.5,1.74,96.8,2022-06-07,3.8,13.4,30.0,977.16,129.28,Medium,6,2,23,2022,1,Automotive_Parts,163
SHP-103298,1175,3.28,Japan,India,Sea,Maersk,WH-019,1,1748,4942,0.96,0,5.91,3.67,2.94,5066.0,12617.29,Low,Wholesale,Drum,69.9,On Schedule,92.8,1.17,0.62,20ft Dry,309.67,11.71,1,0,0.74,709.97,0.713,43.2,1.85,86.5,2022-12-12,29.7,31.6,10.6,140.05,266.35,Medium,12,4,50,2022,0,Pharmaceuticals,98
SHP-108956,1387,5.0,USA,Japan,Rail,FedEx,WH-003,3,4096,5053,2.0,0,4.43,3.4,3.7,2447.1,28370.63,Medium,Retail,Crate,69.5,Delayed,,2.34,10.54,Reefer,2233.1,9.39,0,0,1.34,626.29,0.959,47.4,5.26,104.8,2023-12-09,7.7,18.4,24.3,150.32,582.44,Low,12,4,49,2023,1,Furniture,555
SHP-117410,1499,3.06,Mexico,India,Road,Kuehne+Nagel,WH-003,1,1240,1508,0.61,0,5.94,2.68,4.0,7055.4,4898.3,Medium,Retail,Drum,98.2,Ahead of Schedule,86.9,0.11,4.18,20ft Dry,3772.25,18.51,0,0,1.13,618.03,1.0,45.2,0.51,93.7,2022-12-03,5.5,6.9,24.7,405.04,138.47,Low,12,4,48,2022,0,Food_Beverage,925
SHP-115155,1362,3.92,Germany,India,Road,Expeditors,WH-007,1,3141,3002,2.26,0,5.42,3.59,1.28,2185.0,25385.42,High,Government,Carton,64.7,On Schedule,87.7,0.42,,40ft Dry,1341.79,14.98,0,0,0.68,589.24,0.922,56.0,4.91,108.4,2022-02-15,5.7,10.3,31.4,172.43,524.95,Low,2,1,7,2022,0,Electronics,282
SHP-117276,1079,3.17,Germany,USA,Road,DHL,WH-015,1,71,2516,2.08,0,5.05,3.83,2.55,501.5,4399.44,Low,Government,Pallet,81.7,Delayed,80.7,1.35,4.41,Open Top,719.78,15.96,0,0,1.26,473.41,0.877,39.3,0.76,95.0,2024-08-03,9.4,12.6,0.8,53.35,93.32,Low,8,3,31,2024,0,Apparel,439
SHP-106703,1407,3.07,Brazil,USA,Air,Kuehne+Nagel,WH-007,3,2781,5709,0.62,1,2.31,4.88,2.94,4668.9,30585.92,Low,Enterprise,Bulk,84.4,Delayed,98.9,0.73,1.47,40ft Dry,193.71,1.4,1,0,0.68,466.45,0.86,52.4,3.28,85.2,2021-07-20,4.6,6.1,14.6,1532.8,765.0,Medium,7,3,29,2021,0,Food_Beverage,61
SHP-101968,1359,4.64,Japan,UK,Sea,UPS,WH-010,2,3010,4006,5.08,1,2.33,4.23,2.23,3373.7,13864.33,High,Enterprise,Bulk,,Delayed,82.7,0.56,2.54,20ft Dry,341.6,24.57,1,1,1.5,436.9,0.869,50.9,1.2,106.3,2022-10-22,26.3,32.1,22.5,109.18,288.2,Low,10,4,42,2022,0,Electronics,368
SHP-104936,1232,3.01,Vietnam,France,Sea,Expeditors,WH-018,3,2147,4905,9.94,0,5.34,3.13,5.96,5295.5,17907.6,Low,Enterprise,Drum,50.9,Ahead of Schedule,88.8,1.93,0.09,20ft Dry,529.27,18.78,1,0,2.09,207.16,0.944,32.9,4.04,88.1,2024-03-13,25.2,42.1,13.1,126.75,370.83,Low,3,1,11,2024,1,Food_Beverage,162
SHP-102112,1464,3.47,Bangladesh,India,Sea,Expeditors,WH-001,0,2382,4547,1.2,0,5.64,3.07,4.23,1206.1,6849.92,Low,Wholesale,Bulk,93.2,On Schedule,92.0,0.25,1.9,Flat Rack,4592.73,4.43,1,0,0.43,450.14,0.896,57.0,2.99,108.5,2022-01-23,27.3,30.7,15.7,68.7,143.87,Low,1,1,3,2022,0,Automotive_Parts,3614
SHP-100878,1082,3.06,India,UK,Rail,FedEx,WH-004,3,2563,5768,6.35,0,3.15,4.31,5.57,3225.5,19778.01,Medium,Enterprise,Carton,75.3,On Schedule,91.6,4.86,0.25,20ft Dry,185.12,4.43,0,0,0.43,194.61,0.824,43.6,3.47,115.0,2022-10-16,12.1,24.4,13.3,188.22,414.38,Medium,10,4,41,2022,1,Furniture,61
SHP-119075,1167,4.17,Bangladesh,USA,Air,Maersk,WH-011,0,1226,5995,2.57,0,2.66,3.93,2.57,3344.6,14957.26,Low,Government,Bulk,99.8,On Schedule,82.4,0.49,4.47,40ft Dry,1146.39,4.98,0,1,0.71,256.22,0.772,46.3,5.54,91.3,2021-04-02,3.5,10.4,6.1,989.1,398.06,Low,4,2,13,2021,1,Automotive_Parts,373
SHP-112989,1236,4.49,Mexico,USA,Sea,Maersk,WH-003,2,109,4445,1.38,0,5.35,3.13,1.46,3565.0,16785.23,Low,Retail,Drum,65.0,Delayed,98.3,3.36,0.65,Flat Rack,66.61,3.76,0,0,3.16,333.84,0.695,36.2,1.92,85.8,2024-10-19,27.8,31.3,0.7,82.66,343.97,Low,10,4,42,2024,0,Pharmaceuticals,26
SHP-107277,1090,3.71,India,UK,Rail,DB Schenker,WH-015,1,4916,2541,0.49,0,4.49,4.25,6.17,3353.9,20750.89,Medium,Enterprise,Drum,58.9,On Schedule,88.1,0.91,0.41,20ft Dry,123.44,5.7,0,0,3.11,628.1,0.948,87.4,1.61,93.7,2023-05-03,11.2,16.2,58.0,191.43,434.16,Low,5,2,18,2023,1,Industrial_Equipment,43
SHP-105709,1148,3.32,Brazil,Canada,Rail,Kuehne+Nagel,WH-014,1,4934,604,7.57,0,4.63,2.24,2.18,710.4,10197.95,High,Enterprise,Drum,74.2,On Schedule,100.0,1.41,0.04,Open Top,713.78,16.93,0,1,1.08,411.59,0.96,76.1,5.61,115.7,2022-08-30,7.9,18.0,245.1,29.53,206.91,Low,8,3,35,2022,1,Apparel,181
SHP-112078,1286,3.4,South Korea,France,Air,UPS,WH-003,0,2059,3479,0.72,0,6.27,4.27,5.46,4628.7,21268.07,Medium,Enterprise,Pallet,62.0,Ahead of Schedule,90.5,0.6,2.75,20ft Dry,2938.9,1.59,0,0,4.47,859.19,0.784,36.4,1.23,117.0,2023-06-07,4.1,11.2,17.8,1640.13,589.37,Medium,6,2,23,2023,1,Consumer_Goods,717
SHP-106687,1353,4.33,Bangladesh,India,Road,CMA CGM,WH-014,1,1471,625,2.99,1,6.09,3.25,1.5,2233.9,6737.23,Medium,Wholesale,Crate,70.9,On Schedule,85.6,0.38,7.11,Flat Rack,631.82,1.76,0,1,1.15,532.92,0.905,62.4,0.22,99.7,2023-11-23,5.1,9.2,70.6,142.62,149.01,Low,11,4,47,2023,1,Consumer_Goods,233
SHP-106418,1455,2.75,Bangladesh,Germany,Road,Kuehne+Nagel,WH-016,0,1976,3019,1.31,0,3.37,3.87,2.18,2930.6,5965.88,Medium,Enterprise,Crate,89.6,On Schedule,70.3,1.41,1.49,40ft Dry,2503.67,15.69,0,1,0.77,806.07,0.936,23.7,0.71,89.7,2024-09-22,6.7,5.9,19.6,268.54,146.17,Medium,9,3,38,2024,0,Food_Beverage,783
SHP-110431,1013,3.46,Brazil,UK,Rail,DB Schenker,WH-014,1,1952,2528,3.26,0,2.27,2.32,1.72,1306.3,7133.48,Medium,Retail,Drum,64.0,On Schedule,85.5,1.65,4.39,Flat Rack,260.13,3.17,0,0,4.17,500.84,0.893,47.1,2.54,104.7,2021-01-19,13.3,20.8,23.2,43.31,147.0,Low,1,1,3,2021,0,Furniture,55
SHP-109982,1078,3.5,India,Japan,Road,CMA CGM,WH-005,1,4410,4276,3.65,0,4.39,3.59,2.57,3138.0,1222.35,Medium,Retail,Pallet,60.4,Delayed,94.0,0.07,2.63,Flat Rack,700.1,4.51,0,0,4.9,530.7,0.613,38.7,4.86,66.0,2022-07-09,3.6,15.3,30.9,216.54,46.1,Medium,7,3,27,2022,1,Industrial_Equipment,674
SHP-119073,1377,3.58,Japan,Netherlands,Road,Kuehne+Nagel,WH-018,0,2039,4615,1.93,1,3.81,4.28,4.1,6091.3,6869.03,Medium,Enterprise,Bulk,58.7,On Schedule,87.3,1.44,1.28,Flat Rack,1051.13,19.96,0,0,4.24,514.99,0.771,53.2,0.67,109.5,2023-11-08,6.7,13.0,13.3,491.83,186.56,Medium,11,4,45,2023,1,Pharmaceuticals,1024
SHP-104629,1241,3.73,China,USA,Sea,Expeditors,WH-018,6,4747,4734,3.05,0,3.32,3.52,1.13,1717.9,7073.22,Low,Enterprise,Crate,56.8,Delayed,80.8,0.21,2.64,Open Top,438.32,10.25,1,0,0.73,549.48,0.536,38.5,2.52,103.0,2022-11-09,23.2,28.0,30.1,49.0,146.36,Medium,11,4,45,2022,0,Pharmaceuticals,490
SHP-108862,1297,3.62,Vietnam,UK,Road,Kuehne+Nagel,WH-014,3,4757,3793,0.62,0,5.57,3.22,0.69,3327.7,75870.06,High,Enterprise,Crate,91.6,Ahead of Schedule,89.5,0.12,0.67,40ft Dry,127.24,3.41,0,1,1.62,745.21,0.864,55.0,2.89,108.7,2024-10-20,1.0,1.0,37.6,191.98,1536.6,Low,10,4,42,2024,0,Pharmaceuticals,37
SHP-104667,1215,3.06,Bangladesh,USA,Sea,CMA CGM,WH-018,2,2881,4726,,0,5.67,3.1,4.46,4581.1,7845.68,Critical,Government,Bulk,60.7,Delayed,91.1,0.16,0.02,20ft Dry,766.06,4.75,0,0,1.54,700.37,1.0,37.8,1.02,108.6,2023-02-28,27.0,30.9,18.3,111.41,168.05,Low,2,1,9,2023,0,Food_Beverage,321
SHP-114163,1465,3.25,Brazil,UK,Road,Expeditors,WH-006,2,4856,5626,1.58,0,7.0,2.96,1.45,9983.6,2842.7,Medium,Wholesale,Bulk,61.0,Ahead of Schedule,81.2,0.95,1.55,Open Top,484.6,64.85,0,0,1.88,762.77,1.0,23.9,3.4,99.0,2022-06-10,5.4,7.1,25.9,531.62,110.02,Low,6,2,23,2022,0,Automotive_Parts,122
SHP-100385,1445,3.12,USA,UK,Road,CMA CGM,WH-020,2,254,211,1.32,0,1.72,3.98,4.79,603.4,1021.36,Medium,Retail,Carton,67.3,On Schedule,84.2,3.88,3.32,Open Top,287.32,9.34,0,1,1.35,447.84,1.0,53.8,2.33,88.1,2023-08-24,7.5,12.8,36.1,50.45,25.47,Low,8,3,34,2023,1,Apparel,82
SHP-104186,1358,3.39,Mexico,France,Air,FedEx,WH-019,2,1771,3559,3.28,0,2.6,2.97,1.9,6617.6,4344.77,Low,Enterprise,Pallet,97.6,On Schedule,86.8,1.69,5.34,40ft Dry,1807.56,10.91,0,0,2.06,687.78,0.829,48.5,3.53,98.9,2023-09-01,6.1,13.9,14.9,1442.76,231.17,Low,9,3,35,2023,1,Automotive_Parts,903
SHP-105345,1049,4.72,South Korea,Netherlands,Air,UPS,WH-010,2,3537,2838,2.31,0,7.06,3.32,3.69,6928.6,2872.78,High,Government,Bulk,74.0,Delayed,78.1,1.03,0.29,Reefer,341.38,59.02,0,0,6.87,621.0,0.658,48.1,1.75,84.5,2021-08-04,5.0,14.4,37.4,1552.26,212.68,Low,8,3,31,2021,1,Electronics,75
SHP-102195,1423,3.53,Bangladesh,Canada,Road,DHL,WH-019,1,4675,109,1.7,0,9.09,3.42,2.39,1587.3,9966.1,Medium,Retail,Pallet,100.0,Delayed,97.3,0.89,0.13,Reefer,208.63,6.19,0,0,3.72,662.71,0.742,73.2,0.84,96.0,2022-10-30,8.9,12.4,365.0,100.83,209.4,Medium,10,4,43,2022,0,Electronics,53
SHP-114990,1067,,China,Germany,Road,Maersk,WH-005,2,551,3242,1.5,0,5.36,3.56,2.05,762.5,16818.26,Critical,Government,Drum,74.6,Delayed,89.6,3.56,0.27,Open Top,210.06,7.21,0,0,0.57,532.01,0.688,67.9,3.05,88.4,2022-06-27,8.2,11.5,5.1,53.18,341.68,Low,6,2,26,2022,0,Electronics,122
SHP-112634,1153,3.39,Bangladesh,UAE,Air,Kuehne+Nagel,WH-019,1,1376,172,3.49,0,5.88,4.02,10.0,6207.3,16477.69,Medium,Wholesale,Carton,76.0,On Schedule,82.4,0.37,2.27,Open Top,1409.39,13.88,0,1,2.92,469.32,0.708,52.6,4.4,104.8,2022-03-10,6.3,22.9,240.0,1801.3,509.68,Medium,3,1,10,2022,1,Food_Beverage,659
SHP-101077,1252,1.98,Bangladesh,UAE,Sea,DHL,WH-005,4,3583,2296,1.21,1,5.97,3.6,1.64,1387.4,9306.5,High,Wholesale,Crate,99.1,On Schedule,76.9,0.94,1.87,40ft Dry,1023.7,13.44,0,0,0.48,425.26,0.739,56.5,2.33,87.1,2023-01-25,26.3,27.8,46.8,47.56,190.89,Medium,1,1,4,2023,0,Industrial_Equipment,535
SHP-106286,1070,3.78,Brazil,Germany,Rail,CMA CGM,WH-019,3,2194,5670,5.62,0,7.33,2.69,0.23,5043.8,26514.68,Low,Wholesale,Drum,100.0,Delayed,85.7,2.7,1.23,20ft Dry,1274.83,5.49,1,0,0.34,757.49,0.742,58.5,1.21,90.8,2024-01-26,6.6,11.0,11.6,197.73,550.07,Medium,1,1,4,2024,1,Industrial_Equipment,1054
SHP-105933,1209,3.9,Mexico,USA,Sea,DHL,WH-005,3,3618,2975,1.69,0,0.32,4.35,1.61,6842.0,9943.34,Medium,Government,Pallet,51.1,Delayed,81.1,0.27,2.22,Flat Rack,106.0,29.73,0,0,1.02,469.83,1.0,55.6,0.51,112.4,2023-01-09,29.6,29.1,36.5,220.2,220.89,Low,1,1,2,2023,0,Pharmaceuticals,91
SHP-118512,1121,3.23,Germany,UK,Road,DHL,WH-016,3,4250,531,3.66,1,6.51,3.76,,5537.2,10585.0,Medium,Enterprise,Pallet,96.5,On Schedule,,3.14,0.42,40ft Dry,395.37,2.8,0,0,2.7,495.58,0.863,51.3,1.19,101.9,2021-03-12,5.2,11.4,240.1,377.9,249.49,Low,3,1,10,2021,1,Industrial_Equipment,84
SHP-119717,1240,3.2,Brazil,India,Road,Maersk,WH-008,1,388,5203,1.07,1,7.85,3.98,1.61,6981.0,21957.0,High,Enterprise,Pallet,83.8,On Schedule,76.7,1.12,0.1,Open Top,3372.57,9.94,0,0,2.2,663.58,0.855,54.0,5.64,94.0,2023-11-25,8.4,11.9,2.2,585.06,497.65,Medium,11,4,47,2023,0,Apparel,1365
SHP-113363,1332,2.64,China,India,Road,Expeditors,WH-004,1,4238,5245,0.37,0,7.61,3.33,1.86,426.6,13406.16,Medium,Wholesale,Drum,77.3,On Schedule,99.9,0.19,7.12,Reefer,411.27,1.15,0,1,1.37,400.46,0.937,80.6,0.75,93.4,2022-02-18,5.6,7.1,24.2,34.74,271.6,Medium,2,1,7,2022,0,Furniture,185
SHP-108072,1019,3.73,China,UAE,Sea,DHL,WH-020,4,3690,1132,6.8,0,5.34,4.83,1.78,4231.8,2824.56,Low,Government,Bulk,42.2,Delayed,88.1,0.1,0.1,Open Top,921.81,2.89,0,1,4.57,465.07,0.702,56.2,3.73,109.6,2021-09-08,19.0,30.6,97.8,163.39,72.83,Medium,9,3,36,2021,1,Consumer_Goods,244
SHP-117020,1321,3.09,India,Australia,Rail,DHL,WH-015,2,2927,4490,1.78,0,2.76,2.03,3.51,1061.1,60032.05,Medium,Wholesale,Crate,77.3,On Schedule,85.1,1.56,0.49,40ft Dry,78.7,2.61,0,1,0.55,297.65,0.851,46.1,2.45,97.7,2022-01-06,8.4,11.3,19.6,29.36,1203.58,Medium,1,1,1,2022,0,Furniture,26
SHP-109543,1295,4.1,USA,India,Rail,DB Schenker,WH-008,2,2722,5482,0.49,0,5.8,2.94,0.94,4186.2,1262.98,Medium,Retail,Pallet,80.0,Delayed,77.8,0.26,1.62,Flat Rack,1626.46,16.54,0,0,3.64,621.05,0.813,52.0,1.49,84.5,2021-07-29,8.9,10.1,14.9,188.21,44.08,Low,7,3,30,2021,0,Apparel,345
SHP-119094,1080,2.36,India,UK,Sea,Maersk,WH-019,2,508,5253,3.12,0,3.91,2.55,2.49,4472.0,14259.28,Medium,Enterprise,Carton,67.0,On Schedule,81.0,1.67,0.07,Open Top,37.98,2.08,0,0,0.65,731.64,0.712,20.9,3.22,110.7,2022-02-25,20.2,25.3,2.9,84.13,293.6,Medium,2,1,8,2022,0,Pharmaceuticals,9
SHP-113355,1116,4.42,India,Japan,Rail,FedEx,WH-018,1,531,4780,2.18,0,5.72,3.7,2.78,2909.0,18391.14,High,Retail,Pallet,79.8,Delayed,79.7,0.14,0.07,Reefer,1281.17,1.98,0,0,1.12,554.08,0.758,30.5,3.7,90.0,2023-12-23,14.5,18.6,3.3,167.55,384.58,Low,12,4,51,2023,0,Industrial_Equipment,482
SHP-118631,1250,3.92,Brazil,India,Road,UPS,WH-009,1,1126,3636,2.72,0,5.19,2.92,,5298.9,31951.89,Critical,Retail,Crate,85.1,Delayed,79.0,0.43,3.05,20ft Dry,341.29,13.8,1,0,1.39,417.75,0.932,46.3,0.93,119.2,2021-04-25,5.9,8.3,9.3,280.08,667.05,Low,4,2,16,2021,0,Pharmaceuticals,156
SHP-102848,1081,3.63,Bangladesh,India,Road,UPS,WH-008,1,1317,5395,0.86,0,5.95,3.95,10.0,3050.0,2719.21,Medium,Wholesale,Drum,86.5,On Schedule,99.8,0.19,0.91,Reefer,266.12,6.42,0,0,0.98,480.35,0.92,53.3,0.3,100.5,2023-11-26,5.5,12.1,7.3,220.02,76.39,Low,11,4,47,2023,1,Pharmaceuticals,54
SHP-112791,1261,3.75,Brazil,France,Air,UPS,WH-015,1,4946,1820,3.25,0,3.42,3.13,5.34,4146.4,9007.07,Low,Government,Pallet,73.4,Delayed,91.3,0.36,1.17,Open Top,997.51,5.26,0,0,0.39,684.4,0.831,40.0,3.25,96.6,2023-03-23,1.3,7.9,81.5,941.5,274.29,Low,3,1,12,2023,1,Apparel,267
SHP-107722,1071,3.58,Japan,Australia,Air,FedEx,WH-002,2,3117,4685,1.4,0,5.46,3.34,3.85,5524.0,5414.39,Critical,Wholesale,Pallet,88.6,Ahead of Schedule,83.5,0.73,0.28,Reefer,2090.79,51.88,0,0,1.0,743.62,0.921,39.0,1.26,85.8,2023-05-06,2.6,3.9,20.0,1405.82,248.87,Low,5,2,18,2023,0,Pharmaceuticals,437
SHP-100812,1131,3.35,USA,USA,Road,DHL,WH-015,1,4000,4722,0.85,0,4.76,4.29,0.92,5172.6,14805.45,High,Enterprise,Drum,86.3,On Schedule,89.8,0.77,2.61,Reefer,1561.25,12.59,0,1,1.18,555.8,0.834,52.0,3.34,99.7,2023-10-11,6.0,7.5,25.4,438.87,340.0,Low,10,4,41,2023,0,Apparel,1511
SHP-111193,1389,4.54,Bangladesh,Canada,Rail,Expeditors,WH-020,3,1594,3101,0.26,0,3.75,3.29,3.14,2757.1,5560.5,High,Government,Carton,77.1,On Schedule,99.8,1.05,6.43,20ft Dry,902.84,7.22,0,0,0.86,735.07,0.885,22.4,1.56,91.6,2023-08-25,9.3,12.1,15.4,135.78,124.79,Low,8,3,34,2023,0,Automotive_Parts,209
SHP-105135,1332,4.58,Vietnam,Japan,Rail,DHL,WH-015,1,755,3714,1.64,0,6.51,3.99,2.67,4192.9,5670.69,Low,Wholesale,Carton,79.7,Delayed,76.5,1.26,7.43,40ft Dry,353.21,3.05,0,1,1.56,64.26,0.693,54.2,3.26,103.2,2021-12-14,8.0,15.7,6.1,228.88,136.3,Low,12,4,50,2021,1,Industrial_Equipment,105
SHP-108510,1212,3.86,Vietnam,India,Sea,DHL,WH-012,2,4698,219,3.34,0,7.62,3.65,1.98,1391.3,16501.57,Medium,Wholesale,Pallet,93.6,On Schedule,98.3,0.49,5.24,20ft Dry,725.87,7.07,1,1,6.65,192.41,0.853,54.5,3.3,102.4,2023-05-12,22.0,33.0,365.0,45.13,334.54,Low,5,2,19,2023,1,Industrial_Equipment,692
SHP-107434,1105,2.82,India,Australia,Air,CMA CGM,WH-009,2,4366,4043,0.95,1,5.99,3.57,6.3,1449.7,2444.87,Low,Enterprise,Crate,78.2,On Schedule,88.8,0.71,3.54,20ft Dry,474.77,9.94,0,0,1.3,433.45,0.915,50.1,1.17,98.9,2024-09-21,3.7,9.0,32.4,387.36,87.63,Medium,9,3,38,2024,1,Consumer_Goods,151
SHP-116476,1479,4.34,Mexico,USA,Road,CMA CGM,WH-017,0,345,2586,2.06,0,6.76,2.65,4.16,4528.6,64965.11,Critical,Enterprise,Carton,86.5,On Schedule,90.9,1.74,4.17,20ft Dry,1272.37,38.92,1,0,1.46,668.96,0.714,62.8,3.5,80.1,2024-02-20,7.7,15.7,4.0,235.58,1322.86,Low,2,1,8,2024,1,Automotive_Parts,355
SHP-100936,1367,3.84,Vietnam,France,Road,Expeditors,WH-018,0,4952,1557,1.35,0,6.59,3.69,4.02,1944.8,11984.17,High,Wholesale,Pallet,97.6,Ahead of Schedule,,0.63,0.19,40ft Dry,1591.73,105.13,0,1,4.02,859.23,0.608,47.8,1.85,116.8,2024-09-13,9.1,15.7,95.4,168.1,256.49,Medium,9,3,37,2024,1,Furniture,2866
SHP-111965,1431,3.62,Mexico,Netherlands,Air,Expeditors,WH-016,2,2958,700,0.55,0,10.0,3.34,2.39,4148.0,3900.6,Low,Wholesale,Crate,,On Schedule,86.9,1.26,1.48,40ft Dry,243.7,3.23,0,0,2.08,316.64,1.0,26.0,4.52,79.6,2024-07-10,3.3,5.8,126.8,938.38,171.85,Low,7,3,28,2024,0,Electronics,96
SHP-101692,1492,3.84,Germany,USA,Sea,CMA CGM,WH-020,2,837,4645,1.79,0,5.93,2.09,2.8,4412.0,24251.75,Medium,Retail,Carton,,On Schedule,79.3,0.93,,Reefer,400.05,7.53,0,0,1.49,251.47,0.761,48.4,0.48,104.5,2023-06-23,25.6,27.7,5.4,70.26,492.06,Low,6,2,25,2023,0,Automotive_Parts,95
SHP-106216,1493,2.61,Bangladesh,UAE,Rail,FedEx,WH-009,1,3730,4296,10.0,0,5.76,3.39,3.04,4749.8,8017.43,Low,Enterprise,Pallet,89.9,Ahead of Schedule,89.9,0.44,3.21,Flat Rack,976.12,6.77,0,1,3.81,475.77,0.84,64.1,0.39,73.9,2024-03-21,6.4,21.1,26.0,230.63,183.41,Medium,3,1,12,2024,1,Electronics,534
SHP-109459,1108,4.25,Bangladesh,France,Road,DB Schenker,WH-006,2,1833,4816,5.6,0,2.11,3.44,1.48,4640.0,5384.28,Medium,Retail,Pallet,57.0,On Schedule,73.7,1.83,1.13,20ft Dry,1766.16,12.68,1,0,1.23,171.49,0.903,67.1,4.45,107.6,2022-07-06,8.3,15.8,11.4,324.56,140.14,Low,7,3,27,2022,1,Automotive_Parts,689
SHP-112527,1078,2.62,Germany,India,Air,UPS,WH-004,0,3847,93,1.87,0,0.68,4.15,3.48,2006.1,10873.5,Medium,Enterprise,Carton,,On Schedule,81.8,1.92,1.24,40ft Dry,459.66,2.3,1,0,5.73,527.52,0.916,67.7,3.3,108.1,2022-08-20,4.9,12.5,365.0,601.43,277.61,Medium,8,3,33,2022,1,Furniture,185
